Zeit [h]	Variante 1 Raumlufttemperatur [C]	Variante 1 Lueftungswaermestrom [W]	Variante 2 Raumlufttemperatur [C]	Variante 2 Lueftungswaermestrom [W]	Variante 3 Raumlufttemperatur [C]	Variante 3 Lueftungswaermestrom [W]	Variante 4 Raumlufttemperatur [C]	Variante 4 Lueftungswaermestrom [W]
4967	13.82	0	18.32	-63.96	16.99	-36.48	17.01	-9.24
4968	13.82	0	18.27	-69.02	16.92	-41.73	17.00	-10.70
4969	13.83	0	18.28	-69.58	16.95	-42.33	17.00	-10.93
4970	13.83	0	18.24	-70.28	16.90	-43.18	17.00	-11.17
4971	13.83	0	18.22	-72.72	16.89	-45.66	16.99	-11.90
4972	13.83	0	18.16	-76.97	16.83	-50.04	16.98	-13.12
4973	13.84	0	18.14	-80.24	16.82	-53.37	16.97	-14.09
4974	13.84	0	18.13	-79.96	16.81	-53.19	16.97	-14.07
4975	13.84	0	18.18	-74.31	17.30	-12.98	16.98	-12.58
4976	13.84	0	18.35	-56.15	16.99	-8.36	17.03	-7.65
4977	13.84	0	18.48	-33.82	17.31	-2.03	17.07	-1.51
4978	13.84	0	18.53	-21.45	17.11	1.22	17.08	1.91
4979	13.84	0	18.58	-14.33	17.29	3.30	17.09	3.88
4980	13.84	0	18.58	-10.84	17.17	4.18	17.10	4.85
4981	13.84	0	18.68	-2.71	17.29	6.46	17.12	7.06
4982	13.84	0	18.86	17.84	17.27	12.05	17.17	12.71
4983	13.84	0	18.93	33.60	17.34	16.49	17.19	17.10
4984	13.85	0	19.04	45.04	17.33	19.63	17.22	20.28
4985	13.85	0	19.19	62.71	17.41	24.55	17.27	25.17
4986	13.85	0	19.24	73.88	17.40	27.68	17.28	28.32
4987	13.85	0	19.06	59.97	17.37	23.96	17.24	24.59
4988	13.86	0	18.87	32.20	17.30	16.32	17.19	16.96
4989	13.86	0	18.77	11.82	17.64	39.18	17.16	11.31
4990	13.86	0	18.65	-3.25	17.20	22.93	17.13	7.13
4991	13.87	0	18.64	-10.14	17.46	16.58	17.13	5.17
4992	13.87	0	18.65	-9.14	17.27	16.87	17.14	5.41
4993	13.87	0	18.66	-7.31	17.45	19.03	17.14	5.89
4994	13.88	0	18.67	-6.40	17.33	19.48	17.15	6.12
4995	13.88	0	18.66	-6.39	17.43	19.67	17.15	6.11
4996	13.89	0	18.61	-10.89	17.30	14.86	17.14	4.87
4997	13.89	0	18.54	-19.77	17.30	6.07	17.12	2.40
4998	13.89	0	18.59	-19.54	17.30	6.08	17.13	2.41
4999	13.89	0	18.66	-9.64	17.28	4.36	17.16	5.11
5000	13.90	0	18.78	4.65	17.35	8.32	17.19	9.03
5001	13.90	0	19.17	43.18	17.43	18.86	17.30	19.59
5002	13.90	0	19.23	70.10	17.47	26.43	17.32	27.13
5003	13.91	0	19.23	70.56	17.45	26.62	17.32	27.34
5004	13.91	0	19.19	64.90	17.46	25.13	17.31	25.83
5005	13.91	0	19.45	81.96	17.52	29.78	17.38	30.49
5006	13.91	0	19.86	129.01	17.64	42.77	17.50	43.48
5007	13.92	0	19.99	161.06	17.68	51.77	17.54	52.48
5008	13.92	0	20.15	177.35	17.73	56.37	17.59	57.08
5009	13.93	0	20.12	179.12	17.72	57.02	17.59	57.73
5010	13.93	0	20.02	164.20	17.70	53.03	17.56	53.73
5011	13.94	0	19.80	135.97	17.64	45.36	17.51	46.06
5012	13.94	0	19.60	103.65	17.60	36.48	17.46	37.18
5013	13.95	0	19.51	82.22	18.57	112.08	17.44	31.26
5014	13.96	0	19.39	66.05	17.66	93.17	17.41	26.81
5015	13.96	0	19.38	57.17	18.30	85.76	17.41	24.33
5016	13.97	0	19.39	56.19	17.81	83.17	17.42	24.05
5017	13.98	0	19.30	47.91	18.13	75.82	17.40	21.80
5018	13.99	0	19.27	38.97	17.79	65.88	17.40	19.32
5019	13.99	0	19.23	33.52	18.01	61.01	17.39	17.81
5020	14.00	0	19.19	27.20	17.78	54.05	17.38	16.07
5021	14.00	0	19.16	21.81	17.90	48.99	17.38	14.57
5022	14.01	0	19.17	20.02	17.79	46.77	17.39	14.06
5023	14.01	0	19.30	30.80	17.51	15.74	17.43	16.99
5024	14.02	0	19.37	43.95	17.77	19.61	17.45	20.64
5025	14.02	0	19.83	84.28	17.71	30.54	17.58	31.68
5026	14.03	0	20.07	129.00	17.92	43.11	17.65	44.13
5027	14.03	0	19.87	122.53	17.76	41.46	17.60	42.56
5028	14.04	0	19.50	76.49	17.75	28.95	17.50	29.98
5029	14.04	0	19.78	75.35	17.76	28.44	17.58	29.52
5030	14.04	0	20.17	122.47	17.92	41.47	17.69	42.50
5031	14.05	0	20.34	156.44	17.93	50.93	17.74	52.00
5032	14.06	0	20.34	161.83	17.97	52.59	17.75	53.63
5033	14.06	0	20.28	152.28	17.93	50.05	17.74	51.11
5034	14.07	0	20.17	135.71	17.92	45.59	17.71	46.63
5035	14.07	0	19.99	111.23	17.87	38.90	17.67	39.94
5036	14.08	0	19.95	95.12	17.87	34.46	17.66	35.50
5037	14.09	0	19.67	67.92	18.68	99.11	17.59	28.07
5038	14.09	0	19.60	44.06	17.79	72.50	17.57	21.43
5039	14.10	0	19.53	34.24	18.39	64.21	17.56	18.71
5040	14.11	0	19.52	28.94	17.87	57.28	17.56	17.21
5041	14.12	0	19.43	20.79	18.20	50.09	17.55	14.97
5042	14.12	0	19.34	7.40	17.79	35.68	17.52	11.26
5043	14.13	0	19.26	-5.03	17.96	23.83	17.50	7.80
5044	14.13	0	19.23	-12.02	17.74	16.19	17.50	5.83
5045	14.14	0	19.19	-16.41	17.86	12.13	17.49	4.59
5046	14.14	0	19.29	-9.94	17.85	18.17	17.52	6.31
5047	14.15	0	19.35	1.60	17.74	8.15	17.55	9.48
5048	14.15	0	19.49	15.87	17.87	12.15	17.58	13.39
5049	14.15	0	19.66	37.16	17.85	17.97	17.63	19.26
5050	14.16	0	19.62	42.93	17.90	19.69	17.63	20.93
5051	14.16	0	19.70	45.55	17.88	20.38	17.65	21.65
5052	14.16	0	19.97	71.42	17.99	27.52	17.73	28.75
5053	14.17	0	20.00	87.72	17.97	32.10	17.74	33.36
5054	14.17	0	19.96	83.74	17.99	31.09	17.73	32.33
5055	14.17	0	20.04	85.36	18.00	31.55	17.76	32.79
5056	14.18	0	20.17	98.51	18.05	35.21	17.80	36.44
5057	14.18	0	20.15	102.43	18.04	36.37	17.80	37.61
5058	14.19	0	19.94	81.39	17.99	30.67	17.74	31.91
5059	14.19	0	19.82	57.26	17.96	24.02	17.71	25.26
5060	14.20	0	19.68	37.56	17.92	18.60	17.68	19.83
5061	14.20	0	19.46	10.76	18.23	41.10	17.62	12.44
5062	14.21	0	19.38	-8.57	17.76	20.36	17.60	7.04
5063	14.22	0	19.34	-15.51	18.05	14.08	17.60	5.07
5064	14.22	0	19.23	-26.17	17.70	2.57	17.57	2.11
5065	14.23	0	19.20	-34.84	17.86	-5.70	17.57	-0.35
5066	14.23	0	19.16	-39.15	17.67	-10.55	17.56	-1.58
5067	14.23	0	19.14	-41.64	17.79	-12.81	17.56	-2.32
5068	14.24	0	19.06	-47.81	17.62	-19.35	17.54	-4.05
5069	14.24	0	18.99	-57.43	17.62	-28.85	17.52	-6.75
5070	14.24	0	18.96	-62.51	17.54	-34.18	17.51	-8.21
5071	14.25	0	18.98	-61.35	17.90	-9.00	17.52	-7.96
5072	14.25	0	19.25	-36.81	17.71	-2.57	17.59	-1.30
5073	14.25	0	19.46	-2.13	17.98	7.14	17.66	8.26
5074	14.25	0	19.66	26.20	17.88	14.85	17.71	16.09
5075	14.25	0	19.62	33.71	17.99	17.11	17.70	18.25
5076	14.26	0	19.82	46.27	17.95	20.47	17.76	21.69
5077	14.26	0	19.95	67.33	18.06	26.38	17.80	27.55
5078	14.26	0	20.01	77.63	18.02	29.25	17.82	30.45
5079	14.26	0	20.13	88.98	18.10	32.45	17.85	33.62
5080	14.27	0	19.99	82.09	18.03	30.64	17.82	31.84
5081	14.27	0	19.99	71.34	18.06	27.70	17.82	28.88
5082	14.27	0	19.93	64.84	18.03	25.94	17.80	27.12
5083	14.28	0	19.77	46.77	18.00	21.00	17.76	22.18
5084	14.28	0	19.52	16.33	17.93	12.62	17.70	13.81
5085	14.29	0	19.43	-5.66	18.13	23.83	17.68	7.67
5086	14.29	0	19.38	-14.39	17.87	14.25	17.67	5.22
5087	14.30	0	19.20	-31.33	17.87	-2.41	17.62	0.53
5088	14.30	0	19.06	-52.47	17.60	-24.06	17.59	-5.36
5089	14.31	0	18.95	-68.20	17.60	-39.64	17.56	-9.77
5090	14.31	0	18.89	-77.64	17.46	-49.41	17.54	-12.46
5091	14.31	0	18.83	-83.57	17.48	-55.26	17.53	-14.17
5092	14.32	0	18.86	-82.28	17.46	-54.21	17.54	-13.90
5093	14.32	0	18.88	-76.69	17.52	-48.61	17.55	-12.42
5094	14.32	0	18.84	-77.45	17.45	-49.54	17.54	-12.67
5095	14.32	0	18.85	-77.14	17.94	-13.43	17.54	-12.65
5096	14.33	0	18.91	-69.74	17.59	-11.76	17.56	-10.67
5097	14.33	0	18.96	-60.66	17.89	-9.10	17.57	-8.21
5098	14.33	0	19.07	-47.08	17.71	-5.58	17.60	-4.52
5099	14.33	0	19.29	-21.95	17.93	1.42	17.66	2.37
5100	14.33	0	19.23	-13.40	17.79	3.74	17.65	4.79
5101	14.33	0	19.24	-16.02	17.89	3.08	17.65	4.06
5102	14.33	0	19.43	0.25	17.87	7.46	17.71	8.49
5103	14.33	0	19.43	11.54	17.93	10.67	17.71	11.65
5104	14.33	0	19.49	15.98	17.90	11.85	17.73	12.87
5105	14.33	0	19.49	18.49	17.94	12.60	17.73	13.59
5106	14.34	0	19.35	6.70	17.88	9.37	17.69	10.38
5107	14.34	0	19.20	-13.79	17.86	3.73	17.65	4.72
5108	14.34	0	18.98	-40.45	17.78	-3.65	17.59	-2.64
5109	14.34	0	18.78	-68.67	17.36	-42.09	17.54	-10.48
5110	14.35	0	18.58	-94.13	17.35	-67.17	17.48	-17.58
5111	14.35	0	18.47	-112.30	17.10	-85.82	17.45	-22.71
5112	14.35	0	18.35	-125.19	17.10	-98.50	17.42	-26.36
5113	14.35	0	18.29	-133.56	16.95	-107.19	17.41	-28.78
5114	14.36	0	18.25	-136.62	16.99	-110.15	17.40	-29.73
5115	14.36	0	18.15	-143.36	16.84	-117.13	17.37	-31.67
5116	14.36	0	18.10	-149.95	16.83	-123.69	17.36	-33.60
5117	14.36	0	18.09	-150.31	16.79	-124.22	17.35	-33.80
5118	14.36	0	18.11	-145.34	16.84	-119.26	17.36	-32.54
5119	14.36	0	18.32	-123.31	17.91	-26.56	17.41	-26.60
5120	14.36	0	18.61	-84.64	17.24	-16.63	17.49	-16.01
5121	14.36	0	18.82	-49.01	17.88	-6.41	17.55	-6.19
5122	14.35	0	18.96	-24.17	17.48	0.09	17.59	0.68
5123	14.35	0	19.14	-1.06	17.87	6.72	17.63	7.06
5124	14.35	0	19.27	19.23	17.65	12.15	17.67	12.69
5125	14.35	0	19.32	29.65	17.86	15.22	17.68	15.62
5126	14.35	0	19.47	43.86	17.75	19.03	17.72	19.55
5127	14.35	0	19.35	42.45	17.84	18.83	17.69	19.26
5128	14.35	0	19.46	42.57	17.77	18.77	17.72	19.27
5129	14.35	0	19.39	42.24	17.83	18.79	17.71	19.24
5130	14.36	0	19.20	21.50	17.72	13.08	17.65	13.57
5131	14.36	0	19.16	6.56	17.76	8.95	17.64	9.40
5132	14.36	0	19.02	-6.85	17.69	5.23	17.61	5.71
5133	14.36	0	18.95	-20.01	17.75	5.76	17.59	2.03
5134	14.37	0	18.87	-29.69	17.58	-4.34	17.57	-0.67
5135	14.37	0	18.83	-36.60	17.62	-11.18	17.56	-2.63
5136	14.37	0	18.74	-45.42	17.47	-20.26	17.54	-5.09
5137	14.38	0	18.72	-51.37	17.50	-26.19	17.54	-6.80
5138	14.38	0	18.64	-57.49	17.39	-32.49	17.52	-8.51
5139	14.38	0	18.61	-63.45	17.39	-38.46	17.51	-10.22
5140	14.39	0	18.59	-64.99	17.36	-40.14	17.50	-10.70
5141	14.39	0	18.61	-62.96	17.40	-38.14	17.51	-10.20
5142	14.39	0	18.62	-59.20	17.40	-34.51	17.51	-9.21
5143	14.39	0	18.63	-56.38	17.71	-8.65	17.52	-8.47
5144	14.39	0	18.61	-56.25	17.48	-8.84	17.51	-8.46
5145	14.39	0	18.62	-55.15	17.66	-8.47	17.52	-8.20
5146	14.39	0	18.62	-53.23	17.52	-8.08	17.52	-7.70
5147	14.40	0	18.66	-48.56	17.64	-6.76	17.53	-6.46
5148	14.40	0	18.70	-41.31	17.57	-4.86	17.54	-4.49
5149	14.40	0	18.65	-42.21	17.62	-5.06	17.53	-4.74
5150	14.40	0	18.60	-48.31	17.56	-6.81	17.51	-6.45
5151	14.40	0	18.58	-51.68	17.59	-7.75	17.51	-7.42
5152	14.40	0	18.53	-55.98	17.55	-8.99	17.49	-8.64
5153	14.40	0	18.50	-60.21	17.56	-10.18	17.49	-9.85
5154	14.40	0	18.47	-62.67	17.54	-10.92	17.48	-10.58
5155	14.40	0	18.43	-66.03	17.54	-11.88	17.47	-11.55
5156	14.40	0	18.42	-67.55	17.53	-12.36	17.46	-12.02
5157	14.40	0	18.38	-69.13	17.10	-47.05	17.46	-12.50
5158	14.41	0	18.36	-71.57	17.38	-48.62	17.45	-13.22
5159	14.41	0	18.41	-66.78	17.20	-44.51	17.46	-11.97
5160	14.41	0	18.50	-54.98	17.47	-32.23	17.49	-8.76
5161	14.41	0	18.56	-43.30	17.39	-21.00	17.50	-5.57
5162	14.41	0	18.60	-35.23	17.55	-12.68	17.52	-3.35
5163	14.41	0	18.59	-33.45	17.45	-11.21	17.51	-2.86
5164	14.41	0	18.52	-39.67	17.45	-17.30	17.49	-4.58
5165	14.41	0	18.49	-44.81	17.38	-22.66	17.49	-6.04
5166	14.41	0	18.42	-50.95	17.35	-28.74	17.47	-7.75
5167	14.41	0	18.42	-54.23	17.60	-8.78	17.46	-8.71
5168	14.41	0	18.72	-27.85	17.50	-1.79	17.55	-1.56
5169	14.41	0	18.94	8.55	17.71	8.37	17.61	8.49
5170	14.42	0	18.98	24.22	17.61	12.66	17.62	12.88
5171	14.42	0	19.08	33.89	17.72	15.42	17.65	15.57
5172	14.42	0	19.17	46.17	17.68	18.78	17.68	18.99
5173	14.42	0	19.26	57.53	17.76	21.99	17.70	22.16
5174	14.42	0	19.38	70.68	17.75	25.62	17.74	25.82
5175	14.42	0	19.42	79.22	17.80	28.06	17.75	28.24
5176	14.43	0	19.32	70.74	17.75	25.79	17.72	25.98
5177	14.43	0	19.26	58.14	17.75	22.35	17.71	22.53
5178	14.43	0	18.63	2.11	17.57	7.05	17.54	7.24
5179	14.44	0	18.46	-49.66	17.53	-7.37	17.49	-7.19
5180	14.44	0	18.48	-55.27	17.53	-9.06	17.50	-8.87
5181	14.44	0	18.30	-65.90	17.10	-44.04	17.45	-11.83
5182	14.45	0	18.32	-73.39	17.32	-51.03	17.46	-14.01
5183	14.45	0	18.21	-79.50	17.05	-57.66	17.43	-15.73
5184	14.45	0	18.25	-80.81	17.22	-58.69	17.44	-16.20
5185	14.46	0	18.15	-84.29	17.03	-62.51	17.42	-17.18
5186	14.46	0	18.12	-90.15	17.09	-68.23	17.41	-18.88
5187	14.46	0	18.06	-94.36	16.96	-72.68	17.40	-20.09
5188	14.46	0	18.05	-96.66	17.01	-74.91	17.39	-20.80
5189	14.46	0	18.03	-96.36	16.95	-74.78	17.39	-20.78
5190	14.46	0	17.98	-99.66	16.93	-78.07	17.37	-21.74
5191	14.46	0	18.05	-94.74	17.64	-19.99	17.39	-20.48
5192	14.46	0	18.24	-72.06	17.18	-14.27	17.44	-14.31
5193	14.46	0	18.42	-44.33	17.63	-6.37	17.49	-6.69
5194	14.46	0	18.69	-11.26	17.40	2.47	17.56	2.40
5195	14.46	0	18.91	22.39	17.70	11.95	17.62	11.71
5196	14.46	0	18.97	38.88	17.53	16.44	17.64	16.35
5197	14.46	0	18.95	39.45	17.67	16.77	17.64	16.57
5198	14.46	0	19.22	59.21	17.64	22.10	17.71	21.98
5199	14.46	0	18.98	53.89	17.65	20.86	17.65	20.69
5200	14.46	0	18.43	-7.17	17.44	4.09	17.50	3.96
5201	14.47	0	18.52	-32.01	17.51	-2.93	17.52	-3.09
5202	14.47	0	18.62	-16.62	17.50	1.23	17.55	1.10
5203	14.47	0	18.49	-20.36	17.50	0.25	17.51	0.09
5204	14.47	0	18.20	-50.72	17.40	-8.13	17.44	-8.26
5205	14.48	0	18.13	-72.47	16.93	-52.14	17.42	-14.37
5206	14.48	0	18.07	-79.24	17.19	-58.10	17.40	-16.31
5207	14.48	0	17.94	-90.58	16.82	-70.17	17.37	-19.49
5208	14.48	0	17.94	-96.33	17.01	-75.45	17.37	-21.18
5209	14.49	0	17.88	-98.73	16.80	-78.32	17.35	-21.90
5210	14.49	0	17.81	-105.54	16.85	-84.87	17.33	-23.84
5211	14.49	0	17.74	-112.30	16.70	-91.95	17.31	-25.78
5212	14.49	0	17.67	-119.06	16.70	-98.57	17.29	-27.72
5213	14.49	0	17.58	-127.58	16.56	-107.32	17.27	-30.14
5214	14.49	0	17.58	-129.71	16.61	-109.39	17.27	-30.83
5215	14.49	0	17.70	-116.68	17.56	-26.32	17.30	-27.35
5216	14.49	0	17.92	-88.64	16.93	-19.28	17.36	-19.71
5217	14.49	0	18.24	-47.39	17.56	-7.60	17.45	-8.39
5218	14.49	0	18.50	-6.54	17.22	3.35	17.52	2.89
5219	14.48	0	18.70	24.37	17.59	12.16	17.57	11.47
5220	14.48	0	18.73	37.28	17.36	15.62	17.58	15.12
5221	14.48	0	18.54	21.66	17.49	11.55	17.52	10.92
5222	14.48	0	18.58	12.99	17.36	9.00	17.54	8.49
5223	14.48	0	18.74	28.24	17.51	13.27	17.58	12.67
5224	14.48	0	18.74	36.86	17.43	15.63	17.58	15.10
5225	14.48	0	18.29	-0.30	17.38	5.57	17.46	4.99
5226	14.49	0	18.29	-27.26	17.32	-2.04	17.46	-2.58
5227	14.49	0	18.33	-22.55	17.38	-0.77	17.47	-1.33
5228	14.49	0	18.18	-31.56	17.31	-3.26	17.43	-3.80
5229	14.49	0	18.20	-38.33	17.16	-19.01	17.43	-5.75
5230	14.50	0	18.16	-39.13	17.26	-19.52	17.42	-5.99
5231	14.50	0	18.19	-38.02	17.19	-18.75	17.43	-5.73
5232	14.50	0	18.15	-37.98	17.24	-18.55	17.42	-5.74
5233	14.50	0	18.12	-41.41	17.15	-22.22	17.42	-6.71
5234	14.50	0	18.04	-48.46	17.12	-29.19	17.40	-8.67
5235	14.51	0	18.05	-51.75	17.09	-32.65	17.40	-9.64
5236	14.51	0	18.03	-51.60	17.11	-32.47	17.39	-9.63
5237	14.51	0	18.05	-49.60	17.11	-30.60	17.40	-9.13
5238	14.51	0	18.05	-46.80	17.13	-27.81	17.40	-8.38
5239	14.51	0	18.07	-43.98	17.36	-6.84	17.41	-7.64
5240	14.51	0	18.13	-37.59	17.21	-5.26	17.42	-5.91
5241	14.51	0	18.28	-21.35	17.38	-0.74	17.46	-1.48
5242	14.51	0	18.57	11.76	17.36	8.26	17.54	7.62
5243	14.51	0	18.47	20.93	17.42	10.97	17.52	10.27
5244	14.51	0	18.50	16.49	17.37	9.69	17.52	9.04
5245	14.52	0	18.65	29.91	17.45	13.41	17.57	12.72
5246	14.52	0	18.68	40.31	17.43	16.30	17.57	15.65
5247	14.52	0	18.82	51.84	17.49	19.51	17.61	18.83
5248	14.52	0	18.93	67.62	17.51	23.88	17.65	23.22
5249	14.52	0	18.96	75.27	17.53	26.07	17.66	25.40
5250	14.53	0	18.74	56.88	17.46	21.10	17.60	20.44
5251	14.53	0	18.60	30.14	17.43	13.74	17.56	13.07
5252	14.53	0	18.49	12.38	17.40	8.82	17.53	8.16
5253	14.54	0	18.36	-4.50	17.50	15.22	17.50	3.49
5254	14.54	0	18.18	-25.80	17.16	-6.76	17.45	-2.41
5255	14.54	0	18.07	-44.24	17.19	-24.94	17.42	-7.55
5256	14.55	0	18.02	-53.73	17.03	-34.84	17.41	-10.24
5257	14.55	0	17.97	-58.82	17.08	-39.78	17.40	-11.70
5258	14.55	0	17.95	-61.24	17.00	-42.46	17.39	-12.43
5259	14.55	0	17.87	-67.34	16.97	-48.48	17.37	-14.14
5260	14.56	0	17.85	-72.38	16.91	-53.70	17.37	-15.60
5261	14.56	0	17.89	-68.50	16.99	-49.79	17.38	-14.60
5262	14.56	0	17.93	-61.18	17.00	-42.60	17.39	-12.62
5263	14.56	0	17.96	-54.79	17.38	-9.88	17.40	-10.89
5264	14.56	0	18.07	-43.00	17.14	-6.92	17.43	-7.69
5265	14.56	0	18.21	-24.18	17.39	-1.61	17.47	-2.52
5266	14.56	0	18.48	6.23	17.30	6.61	17.54	5.83
5267	14.56	0	18.71	40.77	17.50	16.25	17.60	15.39
5268	14.56	0	18.87	66.21	17.45	23.26	17.65	22.48
5269	14.56	0	19.01	84.53	17.56	28.44	17.69	27.60
5270	14.56	0	19.00	89.33	17.50	29.83	17.69	29.03
5271	14.57	0	19.13	96.28	17.58	31.81	17.72	30.98
5272	14.57	0	19.11	100.22	17.55	32.96	17.72	32.16
5273	14.57	0	19.14	99.06	17.58	32.71	17.73	31.89
5274	14.57	0	19.08	93.30	17.55	31.18	17.71	30.38
5275	14.58	0	18.87	70.61	17.51	25.01	17.66	24.20
5276	14.58	0	18.65	38.41	17.44	16.14	17.60	15.34
5277	14.59	0	18.49	11.80	17.69	32.21	17.56	7.97
5278	14.59	0	18.43	-2.23	17.33	17.05	17.55	4.05
5279	14.60	0	18.31	-14.65	17.47	5.13	17.52	0.60
5280	14.60	0	18.17	-32.36	17.14	-13.24	17.48	-4.31
5281	14.61	0	18.06	-49.06	17.18	-29.62	17.45	-8.97
5282	14.61	0	18.04	-55.84	17.04	-36.82	17.45	-10.92
5283	14.61	0	18.00	-58.31	17.10	-39.11	17.44	-11.65
5284	14.62	0	17.92	-65.28	16.96	-46.35	17.42	-13.61
5285	14.62	0	17.83	-75.75	16.93	-56.73	17.39	-16.55
5286	14.62	0	17.78	-83.44	16.83	-64.61	17.38	-18.74
5287	14.62	0	17.88	-75.85	17.48	-15.54	17.41	-16.74
5288	14.62	0	18.28	-35.22	17.13	-4.85	17.52	-5.66
5289	14.62	0	18.50	7.27	17.55	7.16	17.58	6.10
5290	14.62	0	18.66	31.92	17.32	13.78	17.62	12.95
5291	14.62	0	18.68	41.29	17.54	16.61	17.63	15.62
5292	14.62	0	18.85	54.60	17.42	20.15	17.68	19.29
5293	14.63	0	18.95	71.18	17.58	24.89	17.70	23.93
5294	14.63	0	18.87	68.90	17.46	24.28	17.68	23.40
5295	14.63	0	18.37	21.88	17.40	11.52	17.55	10.58
5296	14.63	0	18.35	-10.42	17.34	2.43	17.54	1.55
5297	14.63	0	18.62	11.49	17.46	8.39	17.62	7.47
5298	14.64	0	18.62	28.05	17.43	12.99	17.62	12.10
5299	14.64	0	18.62	27.03	17.46	12.74	17.62	11.84
5300	14.64	0	18.31	0.75	17.35	5.57	17.54	4.68
5301	14.65	0	18.16	-30.14	17.23	-10.99	17.50	-3.90
5302	14.65	0	18.08	-44.09	17.14	-25.12	17.48	-7.81
5303	14.65	0	18.02	-51.85	17.10	-32.95	17.46	-10.01
5304	14.65	0	17.89	-64.17	16.97	-45.39	17.43	-13.44
5305	14.66	0	17.86	-72.70	16.94	-53.97	17.42	-15.87
5306	14.66	0	17.88	-70.58	16.97	-51.94	17.43	-15.36
5307	14.66	0	17.88	-67.72	16.97	-49.13	17.43	-14.62
5308	14.66	0	17.88	-66.62	16.97	-48.10	17.43	-14.36
5309	14.66	0	17.83	-69.15	16.92	-50.68	17.41	-15.09
5310	14.66	0	17.77	-75.18	16.86	-56.78	17.40	-16.79
5311	14.66	0	17.85	-70.32	17.41	-14.17	17.42	-15.53
5312	14.67	0	18.00	-51.33	17.06	-9.34	17.46	-10.36
5313	14.67	0	18.25	-20.85	17.44	-0.76	17.53	-2.00
5314	14.67	0	18.41	7.48	17.25	6.88	17.57	5.85
5315	14.67	0	18.51	24.16	17.46	11.66	17.60	10.49
5316	14.67	0	18.63	38.24	17.35	15.47	17.63	14.41
5317	14.67	0	18.67	47.75	17.47	18.22	17.64	17.09
5318	14.67	0	18.67	48.37	17.39	18.38	17.64	17.31
5319	14.67	0	18.63	43.71	17.45	17.18	17.63	16.07
5320	14.67	0	18.65	41.87	17.40	16.65	17.64	15.57
5321	14.67	0	18.56	34.51	17.42	14.69	17.61	13.59
5322	14.67	0	18.34	10.25	17.33	8.02	17.55	6.94
5323	14.68	0	18.13	-19.94	17.29	-0.31	17.50	-1.41
5324	14.68	0	17.96	-44.62	17.23	-7.19	17.45	-8.26
5325	14.68	0	17.92	-55.77	16.90	-37.93	17.44	-11.43
5326	14.69	0	17.81	-65.39	17.02	-46.96	17.41	-14.12
5327	14.69	0	17.65	-82.98	16.69	-65.12	17.37	-19.02
5328	14.69	0	17.54	-99.51	16.72	-81.32	17.34	-23.66
5329	14.69	0	17.47	-108.85	16.54	-91.03	17.32	-26.33
5330	14.69	0	17.40	-115.59	16.56	-97.58	17.30	-28.27
5331	14.70	0	17.30	-125.02	16.39	-107.26	17.28	-30.94
5332	14.70	0	17.23	-133.46	16.38	-115.60	17.26	-33.36
5333	14.70	0	17.17	-139.23	16.28	-121.55	17.24	-35.04
5334	14.70	0	17.14	-141.39	16.29	-123.68	17.23	-35.74
5335	14.70	0	17.27	-129.19	17.39	-30.43	17.26	-32.49
5336	14.69	0	17.58	-92.99	16.68	-21.27	17.35	-22.63
5337	14.69	0	17.72	-60.99	17.34	-12.00	17.38	-13.79
5338	14.69	0	17.74	-50.40	16.88	-9.44	17.39	-10.84
5339	14.69	0	17.82	-42.26	17.26	-6.96	17.41	-8.61
5340	14.69	0	17.81	-37.85	16.98	-5.95	17.40	-7.38
5341	14.69	0	18.04	-18.78	17.26	-0.60	17.46	-2.19
5342	14.68	0	18.02	-5.73	17.09	2.93	17.46	1.47
5343	14.68	0	18.09	-2.11	17.23	4.02	17.47	2.47
5344	14.68	0	18.22	12.19	17.17	7.88	17.51	6.40
5345	14.68	0	18.13	12.73	17.22	8.15	17.48	6.63
5346	14.68	0	17.95	-7.91	17.11	2.45	17.43	0.97
5347	14.68	0	17.82	-29.12	17.12	-3.39	17.40	-4.91
5348	14.69	0	17.62	-52.17	17.03	-9.79	17.34	-11.28
5349	14.69	0	17.32	-86.72	16.34	-70.89	17.26	-20.84
5350	14.69	0	17.49	-87.51	16.83	-70.85	17.31	-21.25
5351	14.69	0	17.46	-76.74	16.55	-60.78	17.30	-18.30
5352	14.69	0	17.40	-81.88	16.69	-65.43	17.28	-19.76
5353	14.69	0	17.21	-98.67	16.35	-82.69	17.23	-24.41
5354	14.69	0	17.06	-119.64	16.32	-103.37	17.19	-30.27
5355	14.69	0	17.07	-124.33	16.24	-108.37	17.19	-31.69
5356	14.69	0	17.01	-124.88	16.26	-108.76	17.17	-31.91
5357	14.69	0	17.05	-122.58	16.24	-106.67	17.18	-31.38
5358	14.69	0	17.05	-116.89	16.29	-100.91	17.18	-29.87
5359	14.69	0	17.33	-91.30	17.21	-20.58	17.25	-22.94
5360	14.69	0	17.45	-62.80	16.62	-13.28	17.28	-15.08
5361	14.69	0	17.60	-42.22	17.15	-7.29	17.32	-9.42
5362	14.69	0	17.78	-18.14	16.83	-0.96	17.37	-2.78
5363	14.69	0	17.89	1.31	17.15	4.64	17.40	2.61
5364	14.68	0	18.06	20.85	16.97	9.87	17.44	8.02
5365	14.68	0	18.18	40.22	17.18	15.38	17.48	13.41
